Product Name,Group,Item,Availability,Color,Link,Size,Price,Fit,Fabric,user_query,Hashtags
White Printed and Embroidered Cotton Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/men/fatua/white-printed-and-embroidered-cotton-fatua-03e240806035.html,40,"Tk 1,069.77",Front Open,Cotton,"A White, Front Open Fatua around Tk 1,069.77.","['whp0', 'prp1', 'andp2', 'emp3', 'cop4', 'fap5', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fcoa452', 'tfr4c83', 's40d645']"
White Printed and Embroidered Cotton Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/men/fatua/white-printed-and-embroidered-cotton-fatua-03e240806035.html,42,"Tk 1,069.77",Front Open,Cotton,"Looking for Front Open Fatuas in White under Tk 1,069.77.","['whp0', 'prp1', 'andp2', 'emp3', 'cop4', 'fap5', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fcoa452', 'tfr4c83', 's42a1d0']"
White Printed and Embroidered Cotton Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/men/fatua/white-printed-and-embroidered-cotton-fatua-03e240806035.html,48,"Tk 1,069.77",Front Open,Cotton,"Want to buy a Fatua in size 48 under Tk 1,069.77.","['whp0', 'prp1', 'andp2', 'emp3', 'cop4', 'fap5', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fcoa452', 'tfr4c83', 's48642e']"
Grey Printed Endi Cotton Fatua,Men,Fatua,In Stock,Grey,https://www.aarong.com/catalog/product/view/id/2889330/s/grey-printed-endi-cotton-fatua-03e250803038/category/16/,38,"Tk 2,139.53",Regular Fit,Endi Cotton,"Something trendy for Men, maybe a Grey Fatua?","['grp0', 'prp1', 'enp2', 'cop3', 'fap4', 'gmed2fc', 'ifa8a23', 'cgrca50', 'fen035f', 'trecf8d', 's38a577']"
Grey Printed Endi Cotton Fatua,Men,Fatua,In Stock,Grey,https://www.aarong.com/catalog/product/view/id/2889330/s/grey-printed-endi-cotton-fatua-03e250803038/category/16/,40,"Tk 2,139.53",Regular Fit,Endi Cotton,"Looking for Regular Fit Fatuas in Grey under Tk 2,139.53.","['grp0', 'prp1', 'enp2', 'cop3', 'fap4', 'gmed2fc', 'ifa8a23', 'cgrca50', 'fen035f', 'trecf8d', 's40d645']"
Grey Printed Endi Cotton Fatua,Men,Fatua,In Stock,Grey,https://www.aarong.com/catalog/product/view/id/2889330/s/grey-printed-endi-cotton-fatua-03e250803038/category/16/,42,"Tk 2,139.53",Regular Fit,Endi Cotton,"Show me Grey Fatuas around Tk 2,139.53.","['grp0', 'prp1', 'enp2', 'cop3', 'fap4', 'gmed2fc', 'ifa8a23', 'cgrca50', 'fen035f', 'trecf8d', 's42a1d0']"
Grey Printed Endi Cotton Fatua,Men,Fatua,In Stock,Grey,https://www.aarong.com/catalog/product/view/id/2889330/s/grey-printed-endi-cotton-fatua-03e250803038/category/16/,44,"Tk 2,139.53",Regular Fit,Endi Cotton,"A Grey, Regular Fit Fatua around Tk 2,139.53.","['grp0', 'prp1', 'enp2', 'cop3', 'fap4', 'gmed2fc', 'ifa8a23', 'cgrca50', 'fen035f', 'trecf8d', 's44f717']"
Grey Printed Endi Cotton Fatua,Men,Fatua,In Stock,Grey,https://www.aarong.com/catalog/product/view/id/2889330/s/grey-printed-endi-cotton-fatua-03e250803038/category/16/,46,"Tk 2,139.53",Regular Fit,Endi Cotton,"Want to buy a Fatua in size 46 under Tk 2,139.53.","['grp0', 'prp1', 'enp2', 'cop3', 'fap4', 'gmed2fc', 'ifa8a23', 'cgrca50', 'fen035f', 'trecf8d', 's46d9d4']"
Rust Embroidered Viscose Fatua,Men,Fatua,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/2958352/s/rust-embroidered-viscose-fatua-03z250806003/category/16/,40,"Tk 1,060.47",Regular Fit,Viscose,"Looking for Regular Fit Fatuas in Brown under Tk 1,060.47.","['rup0', 'emp1', 'vip2', 'fap3', 'gmed2fc', 'ifa8a23', 'cbr6ff4', 'fvi8b97', 'trecf8d', 's40d645']"
Rust Embroidered Viscose Fatua,Men,Fatua,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/2958352/s/rust-embroidered-viscose-fatua-03z250806003/category/16/,42,"Tk 1,060.47",Regular Fit,Viscose,Can I get a Viscose Fatua for Men?,"['rup0', 'emp1', 'vip2', 'fap3', 'gmed2fc', 'ifa8a23', 'cbr6ff4', 'fvi8b97', 'trecf8d', 's42a1d0']"
Rust Embroidered Viscose Fatua,Men,Fatua,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/2958352/s/rust-embroidered-viscose-fatua-03z250806003/category/16/,46,"Tk 1,060.47",Regular Fit,Viscose,I need a Men Fatua made of Viscose.,"['rup0', 'emp1', 'vip2', 'fap3', 'gmed2fc', 'ifa8a23', 'cbr6ff4', 'fvi8b97', 'trecf8d', 's46d9d4']"
Brown Embroidered Endi Silk Fatua,Men,Fatua,In Stock,Brown,https://www.aarong.com/men/fatua/brown-embroidered-endi-silk-fatua-03z240803005.html,40,"Tk 3,330.23",Regular Fit,Endi Silk,"Want to buy a Fatua in size 40 under Tk 3,330.23.","['brp0', 'emp1', 'enp2', 'sip3', 'fap4', 'gmed2fc', 'ifa8a23', 'cbr6ff4', 'fene89d', 'trecf8d', 's40d645']"
Brown Embroidered Endi Silk Fatua,Men,Fatua,In Stock,Brown,https://www.aarong.com/men/fatua/brown-embroidered-endi-silk-fatua-03z240803005.html,42,"Tk 3,330.23",Regular Fit,Endi Silk,"A Brown, Regular Fit Fatua around Tk 3,330.23.","['brp0', 'emp1', 'enp2', 'sip3', 'fap4', 'gmed2fc', 'ifa8a23', 'cbr6ff4', 'fene89d', 'trecf8d', 's42a1d0']"
Brown Embroidered Endi Silk Fatua,Men,Fatua,In Stock,Brown,https://www.aarong.com/men/fatua/brown-embroidered-endi-silk-fatua-03z240803005.html,44,"Tk 3,330.23",Regular Fit,Endi Silk,"Looking for Regular Fit Fatuas in Brown under Tk 3,330.23.","['brp0', 'emp1', 'enp2', 'sip3', 'fap4', 'gmed2fc', 'ifa8a23', 'cbr6ff4', 'fene89d', 'trecf8d', 's44f717']"
Brown Embroidered Endi Silk Fatua,Men,Fatua,In Stock,Brown,https://www.aarong.com/men/fatua/brown-embroidered-endi-silk-fatua-03z240803005.html,46,"Tk 3,330.23",Regular Fit,Endi Silk,"Want to buy a Fatua in size 46 under Tk 3,330.23.","['brp0', 'emp1', 'enp2', 'sip3', 'fap4', 'gmed2fc', 'ifa8a23', 'cbr6ff4', 'fene89d', 'trecf8d', 's46d9d4']"
Blue Printed and Embroidered Endi Cotton Fatua,Men,Fatua,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2779971/s/blue-printed-and-embroidered-endi-cotton-fatua-03e250803029/category/16/,40,"Tk 2,958.14",Regular Fit,Endi Cotton,"Want to buy a Fatua in size 40 under Tk 2,958.14.","['blp0', 'prp1', 'andp2', 'emp3', 'enp4', 'cop5', 'fap6', 'gmed2fc', 'ifa8a23', 'cbl48d6', 'fen035f', 'trecf8d', 's40d645']"
Blue Printed and Embroidered Endi Cotton Fatua,Men,Fatua,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2779971/s/blue-printed-and-embroidered-endi-cotton-fatua-03e250803029/category/16/,42,"Tk 2,958.14",Regular Fit,Endi Cotton,"A Blue, Regular Fit Fatua around Tk 2,958.14.","['blp0', 'prp1', 'andp2', 'emp3', 'enp4', 'cop5', 'fap6', 'gmed2fc', 'ifa8a23', 'cbl48d6', 'fen035f', 'trecf8d', 's42a1d0']"
Blue Printed and Embroidered Endi Cotton Fatua,Men,Fatua,In Stock,Blue,https://www.aarong.com/catalog/product/view/id/2779971/s/blue-printed-and-embroidered-endi-cotton-fatua-03e250803029/category/16/,44,"Tk 2,958.14",Regular Fit,Endi Cotton,"Show me Blue Fatuas around Tk 2,958.14.","['blp0', 'prp1', 'andp2', 'emp3', 'enp4', 'cop5', 'fap6', 'gmed2fc', 'ifa8a23', 'cbl48d6', 'fen035f', 'trecf8d', 's44f717']"
Lavender Embroidered Endi Joysree Silk Fatua,Men,Fatua,In Stock,Purple,https://www.aarong.com/catalog/product/view/id/2699516/s/lavender-embroidered-endi-joysree-silk-fatua-03s230803006/category/16/,38,"Tk 3,358.14",Regular Fit,Endi Silk,Do you have any Fatuas for Men in Purple?,"['lap0', 'emp1', 'enp2', 'jop3', 'sip4', 'fap5', 'gmed2fc', 'ifa8a23', 'cpubb7a', 'fene89d', 'trecf8d', 's38a577']"
Lavender Embroidered Endi Joysree Silk Fatua,Men,Fatua,In Stock,Purple,https://www.aarong.com/catalog/product/view/id/2699516/s/lavender-embroidered-endi-joysree-silk-fatua-03s230803006/category/16/,40,"Tk 3,358.14",Regular Fit,Endi Silk,"Want to buy a Fatua in size 40 under Tk 3,358.14.","['lap0', 'emp1', 'enp2', 'jop3', 'sip4', 'fap5', 'gmed2fc', 'ifa8a23', 'cpubb7a', 'fene89d', 'trecf8d', 's40d645']"
Lavender Embroidered Endi Joysree Silk Fatua,Men,Fatua,In Stock,Purple,https://www.aarong.com/catalog/product/view/id/2699516/s/lavender-embroidered-endi-joysree-silk-fatua-03s230803006/category/16/,42,"Tk 3,358.14",Regular Fit,Endi Silk,"Show me Purple Fatuas around Tk 3,358.14.","['lap0', 'emp1', 'enp2', 'jop3', 'sip4', 'fap5', 'gmed2fc', 'ifa8a23', 'cpubb7a', 'fene89d', 'trecf8d', 's42a1d0']"
Lavender Embroidered Endi Joysree Silk Fatua,Men,Fatua,In Stock,Purple,https://www.aarong.com/catalog/product/view/id/2699516/s/lavender-embroidered-endi-joysree-silk-fatua-03s230803006/category/16/,44,"Tk 3,358.14",Regular Fit,Endi Silk,"Looking for Regular Fit Fatuas in Purple under Tk 3,358.14.","['lap0', 'emp1', 'enp2', 'jop3', 'sip4', 'fap5', 'gmed2fc', 'ifa8a23', 'cpubb7a', 'fene89d', 'trecf8d', 's44f717']"
Lavender Embroidered Endi Joysree Silk Fatua,Men,Fatua,In Stock,Purple,https://www.aarong.com/catalog/product/view/id/2699516/s/lavender-embroidered-endi-joysree-silk-fatua-03s230803006/category/16/,48,"Tk 3,358.14",Regular Fit,Endi Silk,"A Purple, Regular Fit Fatua around Tk 3,358.14.","['lap0', 'emp1', 'enp2', 'jop3', 'sip4', 'fap5', 'gmed2fc', 'ifa8a23', 'cpubb7a', 'fene89d', 'trecf8d', 's48642e']"
White Printed and Embroidered Cotton Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/catalog/product/view/id/2975828/s/white-printed-and-embroidered-cotton-fatua-03e250806053/category/16/,38,"Tk 1,259.09",Regular Fit,Cotton,"Looking for Regular Fit Fatuas in White under Tk 1,259.09.","['whp0', 'prp1', 'andp2', 'emp3', 'cop4', 'fap5', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fcoa452', 'trecf8d', 's38a577']"
White Printed and Embroidered Cotton Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/catalog/product/view/id/2975828/s/white-printed-and-embroidered-cotton-fatua-03e250806053/category/16/,40,"Tk 1,259.09",Regular Fit,Cotton,"A White, Regular Fit Fatua around Tk 1,259.09.","['whp0', 'prp1', 'andp2', 'emp3', 'cop4', 'fap5', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fcoa452', 'trecf8d', 's40d645']"
White Printed and Embroidered Cotton Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/catalog/product/view/id/2975828/s/white-printed-and-embroidered-cotton-fatua-03e250806053/category/16/,42,"Tk 1,259.09",Regular Fit,Cotton,"Show me White Fatuas around Tk 1,259.09.","['whp0', 'prp1', 'andp2', 'emp3', 'cop4', 'fap5', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fcoa452', 'trecf8d', 's42a1d0']"
White Printed and Embroidered Cotton Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/catalog/product/view/id/2975828/s/white-printed-and-embroidered-cotton-fatua-03e250806053/category/16/,44,"Tk 1,259.09",Regular Fit,Cotton,"Want to buy a Fatua in size 44 under Tk 1,259.09.","['whp0', 'prp1', 'andp2', 'emp3', 'cop4', 'fap5', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fcoa452', 'trecf8d', 's44f717']"
White Printed and Embroidered Cotton Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/catalog/product/view/id/2975828/s/white-printed-and-embroidered-cotton-fatua-03e250806053/category/16/,46,"Tk 1,259.09",Regular Fit,Cotton,"Want to buy a Fatua in size 46 under Tk 1,259.09.","['whp0', 'prp1', 'andp2', 'emp3', 'cop4', 'fap5', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fcoa452', 'trecf8d', 's46d9d4']"
White Printed and Embroidered Cotton Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/catalog/product/view/id/2975828/s/white-printed-and-embroidered-cotton-fatua-03e250806053/category/16/,48,"Tk 1,259.09",Regular Fit,Cotton,"Want to buy a Fatua in size 48 under Tk 1,259.09.","['whp0', 'prp1', 'andp2', 'emp3', 'cop4', 'fap5', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fcoa452', 'trecf8d', 's48642e']"
White Printed Cotton Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/men/fatua/white-printed-cotton-fatua-03e240805091.html,40,Tk 809.30,Front Open,Cotton,Looking for Front Open Fatuas in White under Tk 809.30.,"['whp0', 'prp1', 'cop2', 'fap3', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fcoa452', 'tfr4c83', 's40d645']"
White Printed Cotton Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/men/fatua/white-printed-cotton-fatua-03e240805091.html,44,Tk 809.30,Front Open,Cotton,Show me White Fatuas around Tk 809.30.,"['whp0', 'prp1', 'cop2', 'fap3', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fcoa452', 'tfr4c83', 's44f717']"
Off White Embroidered Silk Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/catalog/product/view/id/2601145/s/off-white-embroidered-silk-fatua-03z240801003/category/16/,38,"Tk 3,241.86",Regular Fit,Silk,"Show me White Fatuas around Tk 3,241.86.","['offp0', 'whp1', 'emp2', 'sip3', 'fap4', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fsi5339', 'trecf8d', 's38a577']"
Off White Embroidered Silk Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/catalog/product/view/id/2601145/s/off-white-embroidered-silk-fatua-03z240801003/category/16/,40,"Tk 3,241.86",Regular Fit,Silk,"Want to buy a Fatua in size 40 under Tk 3,241.86.","['offp0', 'whp1', 'emp2', 'sip3', 'fap4', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fsi5339', 'trecf8d', 's40d645']"
Off White Embroidered Silk Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/catalog/product/view/id/2601145/s/off-white-embroidered-silk-fatua-03z240801003/category/16/,42,"Tk 3,241.86",Regular Fit,Silk,"A White, Regular Fit Fatua around Tk 3,241.86.","['offp0', 'whp1', 'emp2', 'sip3', 'fap4', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fsi5339', 'trecf8d', 's42a1d0']"
Off White Embroidered Silk Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/catalog/product/view/id/2601145/s/off-white-embroidered-silk-fatua-03z240801003/category/16/,44,"Tk 3,241.86",Regular Fit,Silk,"Want to buy a Fatua in size 44 under Tk 3,241.86.","['offp0', 'whp1', 'emp2', 'sip3', 'fap4', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fsi5339', 'trecf8d', 's44f717']"
Off White Embroidered Silk Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/catalog/product/view/id/2601145/s/off-white-embroidered-silk-fatua-03z240801003/category/16/,46,"Tk 3,241.86",Regular Fit,Silk,"Looking for Regular Fit Fatuas in White under Tk 3,241.86.","['offp0', 'whp1', 'emp2', 'sip3', 'fap4', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fsi5339', 'trecf8d', 's46d9d4']"
Slate Purple Embroidered Silk Fatua,Men,Fatua,In Stock,Purple,https://www.aarong.com/catalog/product/view/id/2577775/s/slate-purple-embroidered-silk-fatua-03e240803020/category/16/,38,"Tk 3,018.60",Regular Fit,Endi Silk,"Want to buy a Fatua in size 38 under Tk 3,018.60.","['slp0', 'pup1', 'emp2', 'sip3', 'fap4', 'gmed2fc', 'ifa8a23', 'cpubb7a', 'fene89d', 'trecf8d', 's38a577']"
Slate Purple Embroidered Silk Fatua,Men,Fatua,In Stock,Purple,https://www.aarong.com/catalog/product/view/id/2577775/s/slate-purple-embroidered-silk-fatua-03e240803020/category/16/,40,"Tk 3,018.60",Regular Fit,Endi Silk,"Looking for Regular Fit Fatuas in Purple under Tk 3,018.60.","['slp0', 'pup1', 'emp2', 'sip3', 'fap4', 'gmed2fc', 'ifa8a23', 'cpubb7a', 'fene89d', 'trecf8d', 's40d645']"
Slate Purple Embroidered Silk Fatua,Men,Fatua,In Stock,Purple,https://www.aarong.com/catalog/product/view/id/2577775/s/slate-purple-embroidered-silk-fatua-03e240803020/category/16/,42,"Tk 3,018.60",Regular Fit,Endi Silk,"Want to buy a Fatua in size 42 under Tk 3,018.60.","['slp0', 'pup1', 'emp2', 'sip3', 'fap4', 'gmed2fc', 'ifa8a23', 'cpubb7a', 'fene89d', 'trecf8d', 's42a1d0']"
Slate Purple Embroidered Silk Fatua,Men,Fatua,In Stock,Purple,https://www.aarong.com/catalog/product/view/id/2577775/s/slate-purple-embroidered-silk-fatua-03e240803020/category/16/,44,"Tk 3,018.60",Regular Fit,Endi Silk,"Show me Purple Fatuas around Tk 3,018.60.","['slp0', 'pup1', 'emp2', 'sip3', 'fap4', 'gmed2fc', 'ifa8a23', 'cpubb7a', 'fene89d', 'trecf8d', 's44f717']"
Slate Purple Embroidered Silk Fatua,Men,Fatua,In Stock,Purple,https://www.aarong.com/catalog/product/view/id/2577775/s/slate-purple-embroidered-silk-fatua-03e240803020/category/16/,46,"Tk 3,018.60",Regular Fit,Endi Silk,"Want to buy a Fatua in size 46 under Tk 3,018.60.","['slp0', 'pup1', 'emp2', 'sip3', 'fap4', 'gmed2fc', 'ifa8a23', 'cpubb7a', 'fene89d', 'trecf8d', 's46d9d4']"
White Printed and Embroidered Cotton Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/catalog/product/view/id/2976884/s/white-printed-and-embroidered-cotton-fatua-03z250806001/category/16/,38,"Tk 1,154.55",Regular Fit,Cotton,"Looking for Regular Fit Fatuas in White under Tk 1,154.55.","['whp0', 'prp1', 'andp2', 'emp3', 'cop4', 'fap5', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fcoa452', 'trecf8d', 's38a577']"
White Printed and Embroidered Cotton Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/catalog/product/view/id/2976884/s/white-printed-and-embroidered-cotton-fatua-03z250806001/category/16/,40,"Tk 1,154.55",Regular Fit,Cotton,"Want to buy a Fatua in size 40 under Tk 1,154.55.","['whp0', 'prp1', 'andp2', 'emp3', 'cop4', 'fap5', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fcoa452', 'trecf8d', 's40d645']"
White Printed and Embroidered Cotton Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/catalog/product/view/id/2976884/s/white-printed-and-embroidered-cotton-fatua-03z250806001/category/16/,42,"Tk 1,154.55",Regular Fit,Cotton,"Want to buy a Fatua in size 42 under Tk 1,154.55.","['whp0', 'prp1', 'andp2', 'emp3', 'cop4', 'fap5', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fcoa452', 'trecf8d', 's42a1d0']"
White Printed and Embroidered Cotton Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/catalog/product/view/id/2976884/s/white-printed-and-embroidered-cotton-fatua-03z250806001/category/16/,44,"Tk 1,154.55",Regular Fit,Cotton,"Want to buy a Fatua in size 44 under Tk 1,154.55.","['whp0', 'prp1', 'andp2', 'emp3', 'cop4', 'fap5', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fcoa452', 'trecf8d', 's44f717']"
White Printed and Embroidered Cotton Fatua,Men,Fatua,In Stock,White,https://www.aarong.com/catalog/product/view/id/2976884/s/white-printed-and-embroidered-cotton-fatua-03z250806001/category/16/,46,"Tk 1,154.55",Regular Fit,Cotton,"Want to buy a Fatua in size 46 under Tk 1,154.55.","['whp0', 'prp1', 'andp2', 'emp3', 'cop4', 'fap5', 'gmed2fc', 'ifa8a23', 'cwhd508', 'fcoa452', 'trecf8d', 's46d9d4']"
Red Printed Cotton Fatua,Men,Fatua,In Stock,Red,https://www.aarong.com/catalog/product/view/id/2424492/s/red-printed-cotton-fatua-03z230805034/category/16/,44,Tk 795.35,Regular Fit,Cotton,Show me Red Fatuas around Tk 795.35.,"['redp0', 'prp1', 'cop2', 'fap3', 'gmed2fc', 'ifa8a23', 'crebda9', 'fcoa452', 'trecf8d', 's44f717']"
Beige Embroidered Endi Cotton Fatua,Men,Fatua,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/2831868/s/beige-embroidered-endi-cotton-fatua-03e250803021/category/16/,38,"Tk 2,023.26",Front Open,Endi Cotton,"A Brown, Front Open Fatua around Tk 2,023.26.","['bep0', 'emp1', 'enp2', 'cop3', 'fap4', 'gmed2fc', 'ifa8a23', 'cbr6ff4', 'fen035f', 'tfr4c83', 's38a577']"
Beige Embroidered Endi Cotton Fatua,Men,Fatua,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/2831868/s/beige-embroidered-endi-cotton-fatua-03e250803021/category/16/,42,"Tk 2,023.26",Front Open,Endi Cotton,"Show me Brown Fatuas around Tk 2,023.26.","['bep0', 'emp1', 'enp2', 'cop3', 'fap4', 'gmed2fc', 'ifa8a23', 'cbr6ff4', 'fen035f', 'tfr4c83', 's42a1d0']"
Beige Embroidered Endi Cotton Fatua,Men,Fatua,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/2831868/s/beige-embroidered-endi-cotton-fatua-03e250803021/category/16/,44,"Tk 2,023.26",Front Open,Endi Cotton,"Looking for Front Open Fatuas in Brown under Tk 2,023.26.","['bep0', 'emp1', 'enp2', 'cop3', 'fap4', 'gmed2fc', 'ifa8a23', 'cbr6ff4', 'fen035f', 'tfr4c83', 's44f717']"
Beige Embroidered Endi Cotton Fatua,Men,Fatua,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/2831868/s/beige-embroidered-endi-cotton-fatua-03e250803021/category/16/,46,"Tk 2,023.26",Front Open,Endi Cotton,Looking for clothes.,"['bep0', 'emp1', 'enp2', 'cop3', 'fap4', 'gmed2fc', 'ifa8a23', 'cbr6ff4', 'fen035f', 'tfr4c83', 's46d9d4']"
Grey Textured Taaga Man Blazer,Men,Jackets,In Stock,Grey,https://www.aarong.com/men/jackets/grey-textured-taaga-man-blazer-31r245715003.html,M,"Tk 4,581.40",Front Open,Linen,Suggest a Men Jackets for daily wear.,"['grp0', 'tep1', 'tap2', 'manp3', 'blp4', 'gmed2fc', 'ija405d', 'cgrca50', 'flia6ab', 'tfr4c83', 'sm6f8f']"
Grey Textured Taaga Man Blazer,Men,Jackets,In Stock,Grey,https://www.aarong.com/men/jackets/grey-textured-taaga-man-blazer-31r245715003.html,L,"Tk 4,581.40",Front Open,Linen,"Any Men clothing in size L, preferably Front Open?","['grp0', 'tep1', 'tap2', 'manp3', 'blp4', 'gmed2fc', 'ija405d', 'cgrca50', 'flia6ab', 'tfr4c83', 'sl2db9']"
Grey Textured Taaga Man Blazer,Men,Jackets,In Stock,Grey,https://www.aarong.com/men/jackets/grey-textured-taaga-man-blazer-31r245715003.html,XL,"Tk 4,581.40",Front Open,Linen,Can I get a Linen Jackets for Men?,"['grp0', 'tep1', 'tap2', 'manp3', 'blp4', 'gmed2fc', 'ija405d', 'cgrca50', 'flia6ab', 'tfr4c83', 'sxlfb35']"
Rhubarb Red Cotton-Polyester Jacket,Men,Jackets,In Stock,Red,https://www.aarong.com/catalog/product/view/id/2387856/s/rhubarb-red-cotton-polyester-jacket-31r232049001/category/3829/,M,"Tk 2,939.53",Front Open,Mixed Cotton,"Something trendy for Men, maybe a Red Jackets?","['rhp0', 'redp1', 'cop2', 'pop3', 'jap4', 'gmed2fc', 'ija405d', 'crebda9', 'fmi4e84', 'tfr4c83', 'sm6f8f']"
Rhubarb Red Cotton-Polyester Jacket,Men,Jackets,In Stock,Red,https://www.aarong.com/catalog/product/view/id/2387856/s/rhubarb-red-cotton-polyester-jacket-31r232049001/category/3829/,L,"Tk 2,939.53",Front Open,Mixed Cotton,Do you have size L in Red Jacketss?,"['rhp0', 'redp1', 'cop2', 'pop3', 'jap4', 'gmed2fc', 'ija405d', 'crebda9', 'fmi4e84', 'tfr4c83', 'sl2db9']"
Black Cotton Taaga Man Sweater,Men,Jackets,In Stock,Black,https://www.aarong.com/catalog/product/view/id/2880075/s/black-cotton-taaga-man-sweater-31rb245715001/category/3829/,S,"Tk 1,534.88",Regular Fit,Cotton,I need a Men Jackets made of Cotton.,"['blp0', 'cop1', 'tap2', 'manp3', 'swp4', 'gmed2fc', 'ija405d', 'cbl1ffd', 'fcoa452', 'trecf8d', 'ss03c7']"
Black Cotton Taaga Man Sweater,Men,Jackets,In Stock,Black,https://www.aarong.com/catalog/product/view/id/2880075/s/black-cotton-taaga-man-sweater-31rb245715001/category/3829/,M,"Tk 1,534.88",Regular Fit,Cotton,"Something trendy for Men, maybe a Black Jackets?","['blp0', 'cop1', 'tap2', 'manp3', 'swp4', 'gmed2fc', 'ija405d', 'cbl1ffd', 'fcoa452', 'trecf8d', 'sm6f8f']"
Black Cotton Taaga Man Sweater,Men,Jackets,In Stock,Black,https://www.aarong.com/catalog/product/view/id/2880075/s/black-cotton-taaga-man-sweater-31rb245715001/category/3829/,L,"Tk 1,534.88",Regular Fit,Cotton,I'm looking for a Men Jackets.,"['blp0', 'cop1', 'tap2', 'manp3', 'swp4', 'gmed2fc', 'ija405d', 'cbl1ffd', 'fcoa452', 'trecf8d', 'sl2db9']"
Black Cotton Taaga Man Sweater,Men,Jackets,In Stock,Black,https://www.aarong.com/catalog/product/view/id/2880075/s/black-cotton-taaga-man-sweater-31rb245715001/category/3829/,XL,"Tk 1,534.88",Regular Fit,Cotton,"A Black, Regular Fit Jackets around Tk 1,534.88.","['blp0', 'cop1', 'tap2', 'manp3', 'swp4', 'gmed2fc', 'ija405d', 'cbl1ffd', 'fcoa452', 'trecf8d', 'sxlfb35']"
Black Cotton Taaga Man Sweater,Men,Jackets,In Stock,Black,https://www.aarong.com/catalog/product/view/id/2880075/s/black-cotton-taaga-man-sweater-31rb245715001/category/3829/,XXL,"Tk 1,534.88",Regular Fit,Cotton,Looking for a Regular Fit Jackets for Men.,"['blp0', 'cop1', 'tap2', 'manp3', 'swp4', 'gmed2fc', 'ija405d', 'cbl1ffd', 'fcoa452', 'trecf8d', 'sxxlc291']"
Brown Cotton Classic Fit Taaga Man Sweater Polo Shirt,Men,Jackets,In Stock,Brown,https://www.aarong.com/catalog/product/view/id/2879514/s/brown-cotton-classic-fit-taaga-man-sweater-polo-shirt-31rb245706002/category/3829/,S,"Tk 1,353.49",Regular Fit,Cotton,"Show me Brown Jacketss around Tk 1,353.49.","['brp0', 'cop1', 'clp2', 'fitp3', 'tap4', 'manp5', 'swp6', 'pop7', 'shp8', 'gmed2fc', 'ija405d', 'cbr6ff4', 'fcoa452', 'trecf8d', 'ss03c7']"
